FID,C_Nus,Coord_X,Coord_Y
7794,N09070A,425.241.061,4583083.24
7795,N09071B,425.122.539,4.583.156.646
7796,N09074E,431.514.526,4.587.113.325
7797,N09075F,431.557.285,4.587.053.496
7798,N09077H,431.750.694,4586707.18
7799,N09078I,431.750.524,4586665.49
7800,N09079J,428.606.679,4.585.372.061
7801,N09080C,428523.19,4.585.482.082
7802,N09081D,430.721.748,4.581.499.061
7803,N09082E,430.283.925,4.584.574.507
7804,N09083F,428.842.091,4585626.07
7805,N09084G,428.881.831,4585609.6
7806,N09085H,432.416.507,4.584.041.001
7807,N09086I,432.363.075,4.584.093.701
7808,N09091F,433000.18,4.587.265.171
7809,N09092G,432.949.326,4.587.091.469
7810,N09093H,432.986.905,4.587.405.945
7811,N09094I,433173.79,4587260.18
7812,N09099N,432.374.597,4.585.706.043
7813,N09101Q,433.164.589,4587073.16
7814,N09102R,434150.31,4583988.07
7815,N09103S,434.244.534,4.584.087.448
7816,N09104T,434.129.809,4.584.202.898
7817,N09105U,434.279.023,4.584.048.336
7818,N09106V,434381.6,4583948.78
7819,N09107W,434.184.266,4.583.953.936
7820,N09108X,434.281.687,4.583.851.713
7821,N09109Y,434.087.909,4.583.860.426
7822,N09110R,434.187.286,4.583.759.269
7823,N09111S,433.992.619,4.583.766.382
7824,N09118Z,433.903.728,4.583.482.115
7825,N09120T,433.889.506,4.583.465.227
7826,N09121U,426.650.168,4.584.369.275
7827,N09122V,426.667.378,4.584.393.415
7828,N09123W,430665.79,4.581.139.379
7829,N09124X,431.636.216,4.586.946.971
7830,N09125Y,431.613.377,4.586.973.908
7831,N09126Z,431.452.185,4.587.293.305
7832,N09127A,431.629.269,4587309.77
7833,N09130V,433.325.216,4.586.649.388
7834,N09131W,433.319.772,4.586.785.161
7835,N09132X,433.256.286,4.586.648.238
7836,N09133Y,433.250.057,4.586.808.819
7837,N09134Z,429.916.106,4.583.363.818
7838,N09135A,429.972.176,4.583.416.288
7839,N09136B,432.489.794,4583975.56
7840,N09138D,432.455.225,4.583.998.703
7841,N09139E,432.802.397,4.584.022.748
7842,N09140X,432.761.145,4.584.061.338
7843,N09141Y,432.783.235,4.584.068.538
7844,N09142Z,432814.13,4.584.033.948
7845,N09143A,432.764.286,4.584.097.188
7846,N09144B,432.736.326,4.584.088.818
7847,N09145C,432.655.239,4.584.063.728
7848,N09146D,432707.83,4.584.118.091
7849,N09147E,432.721.613,4.584.133.754
7850,N09148F,432.767.771,4.584.177.397
7851,N09149G,432.825.923,4.584.117.464
7852,N09151A,433.050.033,4.584.158.023
7853,N09153C,433.025.294,4.584.184.075
7854,N09157G,430.436.249,4.581.249.019
7855,N09158H,430.373.317,4581322.12
7856,N09160B,428.726.551,4.580.415.353
7857,N09161C,426.005.942,4.580.991.745
7858,N09162D,426.083.162,4.581.034.084
7859,N09163E,429.793.852,4.586.889.865
7860,N09164F,433.551.874,4.583.661.441
7861,N09165G,433.565.943,4.583.646.301
7862,N09166H,433.897.862,4.583.672.516
7863,N09167I,433.804.883,4.583.581.316
7864,N09168J,433716.35,4.583.496.517
7865,N09169K,434.517.783,4.584.378.701
7866,N09171E,432.809.747,4.584.216.198
7867,N09173G,433.332.936,4.584.249.327
7868,N09174H,433.396.747,4.584.184.703
7869,N09179M,432.458.651,4.586.263.011
7870,N09180F,432.614.013,4.586.368.213
7871,N09181G,432.544.049,4.586.232.528
7872,N09182H,432.574.812,4.586.296.713
7873,N09183I,432629.59,4.586.277.821
7874,N09184J,432.816.939,4.587.416.505
7875,N09185K,432.864.141,4.587.609.242
7876,N09186L,432.788.876,4.587.768.393
7877,N09187M,432.754.626,4.587.640.089
7878,N09188N,432.902.879,4.588.200.604
7879,N09189O,432.958.378,4.588.442.057
7880,N09190H,432.492.581,4.588.161.926
7881,N09191I,432.591.635,4.588.022.225
7882,N09192J,432.596.164,4.587.911.645
7883,N09193K,432.603.313,4.587.759.495
7884,N09195M,432.610.021,4.587.664.643
7885,N09196N,432.660.995,4.588.178.191
7886,N09197O,432.576.268,4.588.385.326
7887,N09198P,433.204.473,4.587.780.007
7888,N09200S,427.546.474,4.578.311.749
7889,N09201T,427.388.086,4578593.4
7890,N09202U,433.261.533,4.588.900.652
7891,N09203V,427.563.805,4.581.062.013
7892,N09204W,426.335.119,4.584.571.238
7893,N09205X,426.412.894,4.584.411.811
7894,N09206Y,426.310.998,4.584.542.224
7895,N09207Z,426279.19,4.584.617.708
7896,N09209B,428.842.761,4.584.309.658
7897,N09210U,433.529.857,4.583.170.829
7898,N09212W,427.665.175,4.581.439.376
7899,N09213X,432.991.313,4.583.642.846
7900,N09216A,428818.79,4.580.251.352
7901,N09217B,428787.71,4.580.232.812
7902,N09218C,428.739.105,4.580.214.493
7903,N09219D,428668.03,4.580.234.443
7904,N09220W,428.617.658,4.580.264.128
7905,N09221X,427662.95,4.580.990.082
7906,N09222Y,427.622.683,4.580.936.587
7907,N09223Z,425.995.682,4.583.617.319
7908,N09225B,427.573.864,4.581.021.903
7909,N09226C,433.519.334,4.583.789.372
7910,N09227D,433.505.803,4.583.581.172
7911,N09228E,432.902.662,4.587.783.364
7912,N09229F,432.932.781,4.587.787.506
7913,N09230Y,432.991.723,4.587.685.302
7914,N09231Z,432875.56,4583968.16
7915,N09232A,432.808.271,4.588.696.825
7916,N09233B,432.947.675,4.587.881.841
7917,N09234C,433.034.285,4.587.891.722
7918,N09235D,433.124.785,4.587.903.911
7919,N09236E,432981.66,4.588.050.004
7920,N09237F,433.134.733,4.587.813.593
7921,N09238G,433.085.886,4.588.217.911
7922,N09239H,432.978.919,4.588.208.265
7923,N09240A,432.894.487,4.583.926.925
7924,N09241B,432.792.541,4.586.946.705
7925,N09242C,432.817.783,4.586.792.015
7926,N09243D,432.824.263,4.586.608.295
7927,N09244E,427.408.809,4.584.303.009
7928,N09246G,426.430.592,4.581.005.611
7929,N09247H,433.231.041,4.588.635.766
7930,N09249J,427.767.178,4.574.927.472
7931,N09251D,427.807.529,4.575.005.722
7932,N09252E,427557.39,4.575.129.034
7933,N09255H,430.579.189,4581085.98
7934,N09256I,430.563.807,4.581.102.407
7935,N09257J,430548.46,4581121.57
7936,N09258K,430517.35,4.581.156.111
7937,N09259L,430492.61,4.581.183.331
7938,N09261F,431.189.969,4.585.642.924
7939,N09262G,431.168.124,4.585.572.292
7940,N09263H,431.231.921,4.585.842.254
7941,N09264I,430.178.288,4.587.526.723
7942,N09268M,430.155.308,4.587.456.797
7943,N09269N,430.164.882,4.587.486.098
7944,N09271H,426.673.183,4.584.951.868
7945,N09272I,426.863.093,4.584.994.956
7946,N09273J,426.635.821,4.584.431.688
7947,N09276M,426.758.427,4.584.818.397
7948,N09277N,427683.37,4579649.4
7949,N09278O,427.722.554,4.579.640.239
7950,N09279P,427.723.843,4.579.572.479
7951,N09280I,427.655.253,4579575.23
7952,N09283L,430.641.615,4.581.019.862
7953,N09288Q,425.587.583,4582999.1
7954,N09289R,427.686.666,4.579.787.178
7955,N09290K,429.231.985,4.584.493.046
7956,N09293N,430.285.945,4.585.149.098
7957,N09294O,430302.8,4585164.23
7958,N09295P,430.309.887,4.585.170.933
7959,N09296Q,430.363.135,4.585.184.533
7960,N09298S,430.294.947,4.585.130.711
7961,N09301W,430.351.068,4.585.157.334
7962,N09303Y,430.612.847,4.583.397.289
7963,N09304Z,430.555.888,4.583.378.183
7964,N09311Y,428.792.451,4.587.436.547
7965,N09312Z,428.870.787,4.587.525.395
7966,N09313A,429.094.673,4.587.680.124
7967,N09317E,433.021.279,4.588.730.952
7968,N09318F,433.222.566,4.588.819.714
7969,N09319G,425452.58,4.583.303.294
7970,N09322B,425.504.289,4.580.887.406
7971,N09323C,428.330.586,4.584.837.216
7972,N09328H,434.827.773,4.585.078.195
7973,N09333E,430.116.057,4.587.320.754
7974,N09334F,430.138.192,4.587.404.288
7975,N09335G,430.279.646,4.583.294.112
7976,N09336H,429.982.371,4.583.196.133
7977,N09338J,431.997.902,4.582.873.408
7978,N09341E,429.816.698,4.586.493.211
7979,N09342F,429.829.513,4.586.472.629
7980,N09351G,431.131.002,4.583.551.648
7981,N09353I,433.765.358,4.582.994.269
7982,N09355K,426.464.647,4.583.692.386
7983,N09356L,434.260.291,4.584.069.104
7984,N09357M,429.092.813,4.584.635.885
7985,N09358N,429.147.378,4.584.555.939
7986,N09362J,434.751.957,4.584.713.751
7987,N09363K,431.405.572,4.581.843.028
7988,N09364L,427.885.508,4.577.791.036
7989,N09365M,430.048.719,4.586.456.283
7990,N09367O,430.112.143,4586519.37
7991,N09368P,432.108.839,4.585.348.537
7992,N09369Q,431.471.642,4.586.272.319
7993,N09370J,430.949.432,4.586.538.965
7994,N09373M,432.489.579,4.588.813.965
7995,N09374N,432.376.836,4.588.817.913
7996,N09375O,428.502.975,4578755.96
7997,N09376P,428.388.921,4.578.850.911
7998,N09377Q,428.463.642,4.578.852.982
7999,N09381M,433.764.586,4.584.419.495
8000,N09382N,432.370.547,4.581.570.576
8001,N09383O,432.327.092,4581721.7
8002,N09384P,432.226.637,4.581.664.742
8003,N09386R,426552.09,4.584.375.005
8004,N09388T,426619.96,4584412.55
8005,N09389U,433.387.984,4584450.93
8006,N09392P,428.156.638,4.579.559.377
8007,N09393Q,428.088.159,4.579.557.436
8008,N09394R,428.081.978,4.579.605.952
8009,N09395S,428.151.773,4.579.678.886
8010,N09398V,430.994.799,4.589.313.591
8011,N09399W,426.272.792,4.584.826.713
8012,N09400Y,426.325.692,4.584.711.934
8013,N09401Z,426.384.547,4.584.769.487
8014,N09402A,427.504.608,4.574.921.196
8015,N09403B,427.554.975,4.575.021.927
8016,N09405D,432.035.827,4.581.552.899
8017,N09408G,430.917.387,4.586.439.319
8018,N09416G,426.212.153,4.584.584.488
8019,N09417H,426.095.055,4.584.466.318
8020,N09418I,426.119.196,4.584.596.928
8021,N09419J,432.843.036,4.584.537.604
8022,N09420C,425.873.681,4.584.561.766
8023,N09421D,425.937.424,4.584.502.704
8024,N09422E,426.646.937,4.584.016.576
8025,N09423F,429.054.775,4.583.910.774
8026,N09424G,429.038.906,4.583.962.473
8027,N09427J,427.283.548,4.584.955.219
8028,N09430E,424.502.023,4.586.645.914
8029,N09431F,424.537.633,4.586.645.913
8030,N09432G,424.499.417,4.586.661.567
8031,N09433H,427.794.099,4581502.24
8032,N09435J,424779.22,4.586.609.691
8033,N09436K,433440.63,4.585.909.049
8034,N09438M,425.669.482,4583073.65
8035,N09443J,432.876.053,4.585.775.816
8036,N09444K,432.892.731,4.585.797.613
8037,N09446M,432.868.603,4.585.782.837
8038,N09456O,432.408.945,4.585.931.232
8039,N09457P,433.403.704,4.584.176.257
8040,N09458Q,432.601.719,4.588.874.798
8041,N09462M,434.740.865,4.585.161.597
8042,N09465P,427.932.042,4580782.78
8043,N09468S,431.582.668,4.588.228.986
8044,N09471N,431175.5,4.587.739.316
8045,N09472O,431.204.807,4.587.744.891
8046,N09473P,431.947.133,4.590.719.129
8047,N09474Q,431.984.117,4.590.819.598
8048,N09475R,432.048.101,4.591.000.292
8049,N09476S,432.005.458,4.590.697.666
8050,N09477T,433.470.834,4.583.129.228
8051,N09481P,427.376.652,4.584.680.526
8052,N09482Q,425.813.039,4.575.826.737
8053,N09483R,425880.53,4.575.974.466
8054,N09484S,425.738.927,4575670.51
8055,N09485T,425.924.998,4.575.777.288
8056,N09486U,425.869.361,4.575.802.276
8057,N09487V,425.793.782,4.575.644.198
8058,N09488W,425.721.956,4.575.880.696
8059,N09489X,425.768.911,4.575.977.809
8060,N09490Q,425.791.003,4.576.022.732
8061,N09491R,425.637.232,4.575.914.523
8062,N09492S,425.993.729,4.575.919.094
8063,N09493T,426.087.548,4.575.873.252
8064,N09494U,426.161.826,4.575.839.489
8065,N09495V,426.267.622,4.575.794.182
8066,N09496W,426067.29,4.575.798.975
8067,N09497X,426.160.778,4.575.749.934
8068,N09498Y,426.226.897,4.575.712.361
8069,N09499Z,425.960.426,4.575.850.856
8070,N09500B,425.660.434,4.575.752.814
8071,N09501C,425.688.179,4.575.694.527
8072,N09502D,425.851.854,4.575.617.742
8073,N09503E,425.976.245,4575608.55
8074,N09504F,426.069.209,4.575.564.746
8075,N09507I,426.142.202,4.575.532.194
8076,N09508J,425.650.483,4.576.033.476
8077,N09509K,425704.72,4.576.053.725
8078,N09510D,425.654.887,4.576.077.146
8079,N09511E,425.761.931,4.576.177.107
8080,N09512F,425.698.942,4.576.208.811
8081,N09513G,425.844.317,4.576.136.643
8082,N09514H,425.933.584,4.576.093.676
8083,N09515I,425.966.331,4.576.161.462
8084,N09516J,426.038.151,4.576.355.636
8085,N09517K,426.012.729,4.576.302.038
8086,N09518L,425.863.315,4.576.373.147
8087,N09519M,425.797.212,4.576.244.523
8088,N09520F,426.139.111,4.576.240.951
8089,N09521G,426163.47,4.576.290.139
8090,N09522H,426.213.575,4.576.205.876
8091,N09523I,426.083.132,4.576.123.934
8092,N09524J,426156.68,4.576.089.292
8093,N09525K,426.186.393,4.576.075.701
8094,N09526L,426.256.865,4.576.041.833
8095,N09527M,426.358.503,4.575.992.272
8096,N09531I,426.330.771,4.576.005.926
8097,N09532J,426.412.995,4.576.179.484
8098,N09533K,426.239.053,4576258.35
8099,N09534L,426455.9,4.575.944.851
8100,N09535M,426.555.464,4.575.898.534
8101,N09536N,426.370.565,4.575.746.524
8102,N09537O,426.330.248,4.575.664.055
8103,N09538P,426.459.857,4.575.704.517
8104,N09539Q,426.534.944,4.575.669.375
8105,N09540J,426.420.507,4575621.75
8106,N09541K,426.496.121,4.575.585.687
8107,N09542L,426.627.174,4.575.864.739
8108,N09543M,426.245.563,4.575.484.804
8109,N09544N,426331.85,4.575.443.824
8110,N09545O,426.411.445,4.575.406.121
8111,N09546P,426.138.776,4.575.259.927
8112,N09547Q,426.046.653,4.575.305.224
8113,N09548R,426.131.034,4.575.484.904
8114,N09551M,426.225.578,4575217.83
8115,N09552N,426.317.733,4.575.208.304
8116,N09554P,425.829.725,4575580.97
8117,N09555Q,425.796.617,4.575.529.902
8118,N09557S,425.896.196,4.575.487.256
8119,N09563Q,425.874.936,4.575.443.181
8120,N09564R,425.851.531,4.575.464.831
8121,N09565S,425892.1,4.575.426.603
8122,N09567U,434.789.738,4.584.846.038
8123,N09568V,434.845.299,4.584.900.297
8124,N09569W,434.918.687,4.584.960.268
8125,N09570P,434.864.628,4.584.880.152
8126,N09571Q,434.799.925,4.584.945.265
8127,N09572R,434.744.243,4.584.892.159
8128,N09573S,434.863.401,4.585.007.888
8129,N09574T,434.687.229,4.585.008.378
8130,N09575U,434.820.498,4.584.816.389
8131,N09579Y,432.556.182,4.589.539.417
8132,N09582T,428.911.802,4.585.123.472
8133,N09583U,428.900.966,4585148.12
8134,N09584V,433.541.525,4.586.550.472
8135,N09586X,433.591.236,4.586.628.219
8136,N09587Y,431393.6,4587805.75
8137,N09589A,428.692.088,4.587.257.852
8138,N09590T,428.522.866,4.587.400.908
8139,N09591U,429.211.664,4.587.731.871
8140,N09594X,433.501.069,4.584.336.361
8141,N09599C,430.680.736,4.583.902.248
8142,N09601F,431282.12,4.583.972.856
8143,N09602G,431.228.691,4.584.027.594
8144,N09605J,425.039.317,4.582.272.283
8145,N09608M,425.102.232,4.582.268.926
8146,N09616M,430652.44,4.580.201.975
8147,N09617N,430.586.351,4.587.494.426
8148,N09620I,428.574.011,4.577.997.209
8149,N09623L,432.834.449,4.582.460.898
8150,N09624M,428.242.283,4.579.231.695
8151,N09626O,429.096.653,4587319.47
8152,N09630K,432.653.259,4.587.757.158
8153,N09633N,431.377.112,4.581.848.428
8154,N09634O,432.273.926,4.585.427.877
8155,N09635P,432.436.274,4.587.497.074
8156,N09636Q,432.430.493,4.587.512.492
8157,N09637R,432.155.422,4585308.82
8158,N09641N,430.007.561,4.579.864.574
8159,N09642O,430.087.506,4.579.793.449
8160,N09643P,430.207.895,4.579.807.866
8161,N09644Q,430.271.869,4.579.655.615
8162,N09645R,430.380.184,4.579.703.318
8163,N09646S,427.242.517,4.582.585.353
8164,N09647T,427.654.937,4.584.494.083
8165,N09649V,431.358.609,4.588.571.349
8166,N09650O,432.075.944,4.588.689.766
8167,N09653R,428925.85,4.585.432.874
8168,N09654S,428929.18,4.585.425.896
8169,N09658W,431.603.805,4.590.219.344
8170,N09659X,427.515.359,4.578.687.642
8171,N09660Q,427.475.447,4.578.766.561
8172,N09665V,430.321.616,4.580.716.233
8173,N09666W,425.591.327,4.585.059.918
8174,N09667X,428.183.855,4.579.449.404
8175,N09669Z,423.696.704,4585836.13
8176,N09673V,427.712.641,4.579.262.902
8177,N09674W,427728.95,4.579.215.883
8178,N09675X,427.755.842,4.579.167.649
8179,N09676Y,427.791.409,4.579.122.712
8180,N09677Z,427633.46,4.579.222.374
8181,N09678A,427.857.879,4.579.338.823
8182,N09679B,427.622.857,4.579.160.411
8183,N09680U,427649.57,4.579.108.224
8184,N09681V,427675.87,4.579.059.066
8185,N09683X,433.022.354,4.588.793.158
8186,N09684Y,432.313.741,4.581.079.574
8187,N09686A,432.227.694,4.581.054.614
8188,N09687B,432.169.197,4.581.037.119
8189,N09688C,432.159.059,4.581.073.649
8190,N09689D,432.188.346,4.581.082.288
8191,N09690W,432.217.578,4.581.089.756
8192,N09691X,432.304.525,4.581.114.883
8193,N09692Y,432.332.787,4.581.123.489
8194,N09693Z,432.362.113,4.581.130.014
8195,N09694A,431.714.688,4.581.664.099
8196,N09695B,431.722.246,4.581.659.738
8197,N09699F,432.958.678,4.583.429.799
8198,N09701I,431.670.973,4.581.744.565
8199,N09702J,431.684.057,4581765.93
8200,N09703K,431.504.987,4.581.849.296
8201,N09704L,431.650.732,4581700.72
8202,N09705M,431.665.661,4.581.691.939
8203,N09706N,431.658.928,4.581.713.502
8204,N09708P,428.339.171,4.578.329.633
8205,N09709Q,428.379.376,4.578.272.872
8206,N09711K,430978.44,4.587.229.053
8207,N09713M,429.197.939,4.583.083.459
8208,N09715O,432.361.301,4.587.343.952
8209,N09716P,432.392.485,4.587.347.059
8210,N09717Q,429.443.294,4.585.329.205
8211,N09718R,429.556.777,4.585.482.324
8212,N09719S,431.357.339,4581488.11
8213,N09720L,431.587.126,4.581.780.415
8214,N09721M,431603.53,4.581.802.192
8215,N09722N,431.036.299,4.581.662.634
8216,N09723O,431.017.039,4.581.445.061
8217,N09724P,431.044.353,4581454.77
8218,N09725Q,430.964.127,4.581.341.197
8219,N09726R,431.192.834,4.581.285.487
8220,N09727S,431.367.254,4.581.788.013
8221,N09728T,431.357.588,4581778.41
8222,N09729U,431.372.929,4.581.766.249
8223,N09730N,431.174.832,4.582.002.739
8224,N09731O,431.401.162,4.581.799.642
8225,N09732P,431.401.596,4.581.830.448
8226,N09733Q,431.467.401,4.581.981.472
8227,N09734R,431.532.859,4.582.215.765
8228,N09736T,431.042.761,4.581.099.214
8229,N09740P,430591.27,4.580.766.846
8230,N09741Q,429.920.399,4586549.61
8231,N09742R,431.202.609,4588380.26
8232,N09743S,431.262.439,4.588.434.408
8233,N09744T,431.154.852,4.588.335.166
8234,N09746V,430.010.241,4.580.841.878
8235,N09747W,429.413.828,4.580.896.254
8236,N09749Y,431474.3,4582766.79
8237,N09750R,429.605.218,4.582.060.814
8238,N09751S,430.532.029,4.580.337.435
8239,N09752T,430.207.456,4.580.227.278
8240,N09753U,430.217.797,4.580.200.047
8241,N09754V,430.771.821,4.580.215.866
8242,N09755W,429778.09,4.580.275.864
8243,N09757Y,427639.23,4.580.671.853
8244,N09758Z,423.782.761,4.586.037.143
8245,N09759A,429.858.312,4.580.673.918
8246,N09760T,429.661.597,4.580.402.057
8247,N09765Y,429662.62,4.579.777.735
8248,N09766Z,429.619.049,4.579.704.276
8249,N09768B,428.786.881,4.578.255.876
8250,N09769C,427.978.231,4.578.054.237
8251,N09770V,428.120.911,4.578.285.933
8252,N09771W,428.205.318,4.578.368.743
8253,N09772X,430.317.947,4.585.699.724
8254,N09773Y,425.501.523,4.576.557.729
8255,N09775A,425.578.407,4.575.755.291
8256,N09776B,424.960.263,4.576.385.731
8257,N09778D,428.852.466,4.580.791.913
8258,N09782Z,428177.18,4.580.851.205
8259,N09783A,427.693.017,4.579.749.932
8260,N09784B,427.789.652,4.579.786.491
8261,N09785C,427.816.253,4.579.835.172
8262,N09788F,426.455.011,4.582.357.496
8263,N09789G,426.793.944,4.581.309.156
8264,N09790Z,427.943.461,4.584.430.842
8265,N09791A,427.331.039,4.585.087.923
8266,N09792B,427.709.689,4.584.863.145
8267,N09793C,427.439.582,4.584.339.244
8268,N09794D,425.187.831,4.585.022.371
8269,N09795E,424.854.574,4.586.830.202
8270,N09796F,424.876.041,4.586.864.029
8271,N09797G,424.854.824,4.586.851.116
8272,N09798H,424.735.302,4.586.820.508
8273,N09799I,424.959.671,4.586.764.627
8274,N09800K,423.997.158,4.586.284.001
8275,N09801L,423.909.121,4.586.183.543
8276,N09802M,423.798.387,4.586.706.006
8277,N09803N,424.883.674,4.584.356.269
8278,N09809T,426507.62,4.582.898.674
8279,N09810M,426.470.441,4.583.540.783
8280,N09811N,426.459.917,4.583.559.801
8281,N09812O,427.782.212,4.583.636.125
8282,N09813P,431.351.574,4.582.059.925
8283,N09814Q,430.731.326,4.583.952.277
8284,N09815R,429.156.633,4.583.910.131
8285,N09816S,430.238.239,4.586.673.818
8286,N09819V,428.602.637,4.584.971.822
8287,N09820O,428.603.111,4.584.885.284
8288,N09821P,428.181.993,4.585.029.196
8289,N09822Q,427.533.329,4.585.916.814
8290,N09823R,427.488.802,4.585.937.008
8291,N09824S,427.740.464,4.585.894.678
8292,N09825T,430.162.745,4.584.688.864
8293,N09827V,430.611.553,4584573.99
