vehicle_identifier, vehicle_identification_number, gps_lat, gps_lng, battery_charge, vehicle_status, created_on
4846-LMH,UCYS01S0ZMB000332,41.411374,2.198884,92,AVAILABLE,2021-03-11 13:01:50.868271+00
4846-LMH,UCYS01S0ZMB000332,41.411631,2.198527,92,AVAILABLE,2021-03-11 13:01:57.752339+00
4846-LMH,UCYS01S0ZMB000332,41.412797,2.196998,92,AVAILABLE,2021-03-11 13:02:12.169672+00
4846-LMH,UCYS01S0ZMB000332,41.413918,2.195591,92,AVAILABLE,2021-03-11 13:02:27.0302+00
4846-LMH,UCYS01S0ZMB000332,41.41402,2.195439,92,AVAILABLE,2021-03-11 13:02:31.975581+00
4846-LMH,UCYS01S0ZMB000332,41.414026,2.195431,92,AVAILABLE,2021-03-11 13:02:35.075615+00
4846-LMH,UCYS01S0ZMB000332,41.414034,2.195373,92,AVAILABLE,2021-03-11 13:02:49.204138+00
4846-LMH,UCYS01S0ZMB000332,41.414029,2.19536,92,AVAILABLE,2021-03-11 13:03:03.862434+00
4846-LMH,UCYS01S0ZMB000332,41.414032,2.195362,92,AVAILABLE,2021-03-11 13:03:05.473395+00
4846-LMH,UCYS01S0ZMB000332,41.414033,2.195361,92,AVAILABLE,2021-03-11 13:03:05.533153+00
4846-LMH,UCYS01S0ZMB000332,41.414461,2.19479,92,AVAILABLE,2021-03-11 13:03:20.134202+00
4846-LMH,UCYS01S0ZMB000332,41.415078,2.193998,92,AVAILABLE,2021-03-11 13:03:34.992987+00
4846-LMH,UCYS01S0ZMB000332,41.415098,2.193976,92,AVAILABLE,2021-03-11 13:03:37.078893+00
4846-LMH,UCYS01S0ZMB000332,41.415081,2.193945,92,AVAILABLE,2021-03-11 13:03:52.075508+00
4846-LMH,UCYS01S0ZMB000332,41.415058,2.193913,92,AVAILABLE,2021-03-11 13:03:58.346103+00
4846-LMH,UCYS01S0ZMB000332,41.415057,2.193908,92,AVAILABLE,2021-03-11 13:04:00.126848+00
4846-LMH,UCYS01S0ZMB000332,41.415638,2.193202,92,AVAILABLE,2021-03-11 13:04:14.56463+00
4846-LMH,UCYS01S0ZMB000332,41.415834,2.192953,91,AVAILABLE,2021-03-11 13:04:17.008814+00
4846-LMH,UCYS01S0ZMB000332,41.416625,2.191907,91,AVAILABLE,2021-03-11 13:04:37.29244+00
4846-LMH,UCYS01S0ZMB000332,41.416903,2.191524,91,AVAILABLE,2021-03-11 13:04:56.165972+00
4846-LMH,UCYS01S0ZMB000332,41.418109,2.189961,91,AVAILABLE,2021-03-11 13:05:01.66372+00
4846-LMH,UCYS01S0ZMB000332,41.418833,2.189119,91,AVAILABLE,2021-03-11 13:05:16.988158+00
4846-LMH,UCYS01S0ZMB000332,41.419613,2.187972,91,AVAILABLE,2021-03-11 13:05:32.056537+00
4846-LMH,UCYS01S0ZMB000332,41.420016,2.187445,91,AVAILABLE,2021-03-11 13:05:42.104523+00
4846-LMH,UCYS01S0ZMB000332,41.420093,2.187318,91,AVAILABLE,2021-03-11 13:05:54.214019+00
4846-LMH,UCYS01S0ZMB000332,41.420679,2.186524,91,AVAILABLE,2021-03-11 13:06:10.124282+00
4846-LMH,UCYS01S0ZMB000332,41.421628,2.185341,91,AVAILABLE,2021-03-11 13:06:24.951214+00
4846-LMH,UCYS01S0ZMB000332,41.42256,2.184144,90,AVAILABLE,2021-03-11 13:06:40.044981+00
4846-LMH,UCYS01S0ZMB000332,41.423035,2.183593,90,AVAILABLE,2021-03-11 13:06:54.587326+00
4846-LMH,UCYS01S0ZMB000332,41.423987,2.182322,90,AVAILABLE,2021-03-11 13:07:09.88834+00
4846-LMH,UCYS01S0ZMB000332,41.425142,2.180831,90,AVAILABLE,2021-03-11 13:07:24.933828+00
4846-LMH,UCYS01S0ZMB000332,41.42583,2.179843,90,AVAILABLE,2021-03-11 13:07:40.11382+00
4846-LMH,UCYS01S0ZMB000332,41.426496,2.178908,90,AVAILABLE,2021-03-11 13:07:54.986055+00
4846-LMH,UCYS01S0ZMB000332,41.426493,2.178897,90,AVAILABLE,2021-03-11 13:07:56.359512+00
4846-LMH,UCYS01S0ZMB000332,41.426492,2.178878,90,AVAILABLE,2021-03-11 13:08:00.486477+00
4846-LMH,UCYS01S0ZMB000332,41.426501,2.178871,90,AVAILABLE,2021-03-11 13:08:03.802958+00
4846-LMH,UCYS01S0ZMB000332,41.426491,2.178842,90,AVAILABLE,2021-03-11 13:08:17.799955+00
4846-LMH,UCYS01S0ZMB000332,41.426488,2.178842,90,AVAILABLE,2021-03-11 13:08:22.521808+00
4846-LMH,UCYS01S0ZMB000332,41.426494,2.17883,90,AVAILABLE,2021-03-11 13:08:31.930155+00
4846-LMH,UCYS01S0ZMB000332,41.426485,2.178823,90,AVAILABLE,2021-03-11 13:08:34.756477+00
4846-LMH,UCYS01S0ZMB000332,41.426487,2.178821,90,AVAILABLE,2021-03-11 13:08:37.640222+00
4846-LMH,UCYS01S0ZMB000332,41.426488,2.178821,90,AVAILABLE,2021-03-11 13:08:42.358606+00
4846-LMH,UCYS01S0ZMB000332,41.426445,2.178786,90,AVAILABLE,2021-03-11 13:08:43.354801+00
4846-LMH,UCYS01S0ZMB000332,41.426235,2.178533,90,AVAILABLE,2021-03-11 13:08:53.715723+00
4846-LMH,UCYS01S0ZMB000332,41.426234,2.17852,90,AVAILABLE,2021-03-11 13:08:55.117163+00
4846-LMH,UCYS01S0ZMB000332,41.42623,2.178532,90,AVAILABLE,2021-03-11 13:09:07.969383+00
4846-LMH,UCYS01S0ZMB000332,41.426254,2.178595,90,AVAILABLE,2021-03-11 13:09:22.842771+00
4846-LMH,UCYS01S0ZMB000332,41.426292,2.178615,90,AVAILABLE,2021-03-11 13:09:37.846787+00
4846-LMH,UCYS01S0ZMB000332,41.426302,2.17862,90,AVAILABLE,2021-03-11 13:09:53.297386+00
4846-LMH,UCYS01S0ZMB000332,41.426293,2.178633,90,AVAILABLE,2021-03-11 13:10:08.114202+00
4846-LMH,UCYS01S0ZMB000332,41.426298,2.17861,90,AVAILABLE,2021-03-11 13:10:22.942946+00
4846-LMH,UCYS01S0ZMB000332,41.426277,2.178572,90,AVAILABLE,2021-03-11 13:10:37.884187+00
4846-LMH,UCYS01S0ZMB000332,41.426266,2.178613,90,AVAILABLE,2021-03-11 13:10:53.44173+00
4846-LMH,UCYS01S0ZMB000332,41.42627,2.17859,90,AVAILABLE,2021-03-11 13:11:08.035664+00
4846-LMH,UCYS01S0ZMB000332,41.426258,2.178592,90,AVAILABLE,2021-03-11 13:11:22.917262+00
4846-LMH,UCYS01S0ZMB000332,41.426292,2.178587,90,AVAILABLE,2021-03-11 13:11:38.278974+00
4846-LMH,UCYS01S0ZMB000332,41.426323,2.178595,90,AVAILABLE,2021-03-11 13:11:53.243941+00
4846-LMH,UCYS01S0ZMB000332,41.426333,2.178601,90,AVAILABLE,2021-03-11 13:12:07.830218+00
4846-LMH,UCYS01S0ZMB000332,41.426436,2.178552,90,AVAILABLE,2021-03-11 13:12:23.210873+00
4846-LMH,UCYS01S0ZMB000332,41.426492,2.178563,90,AVAILABLE,2021-03-11 13:12:37.890509+00
4846-LMH,UCYS01S0ZMB000332,41.426504,2.17859,90,AVAILABLE,2021-03-11 13:12:52.940311+00
4846-LMH,UCYS01S0ZMB000332,41.426425,2.178603,90,AVAILABLE,2021-03-11 13:13:07.947468+00
4846-LMH,UCYS01S0ZMB000332,41.426381,2.178576,90,AVAILABLE,2021-03-11 13:13:22.739753+00
4846-LMH,UCYS01S0ZMB000332,41.426341,2.178568,90,AVAILABLE,2021-03-11 13:13:38.025209+00
4846-LMH,UCYS01S0ZMB000332,41.426369,2.1786,90,AVAILABLE,2021-03-11 13:13:54.387614+00
4846-LMH,UCYS01S0ZMB000332,41.426254,2.178586,90,AVAILABLE,2021-03-11 13:15:54.710798+00
4846-LMH,UCYS01S0ZMB000332,41.426259,2.17859,90,AVAILABLE,2021-03-11 13:15:56.517229+00
4846-LMH,UCYS01S0ZMB000332,41.42634,2.178572,90,AVAILABLE,2021-03-11 13:18:26.065186+00
4846-LMH,UCYS01S0ZMB000332,41.426317,2.178563,90,AVAILABLE,2021-03-11 13:18:42.780787+00
4846-LMH,UCYS01S0ZMB000332,41.426286,2.178555,90,AVAILABLE,2021-03-11 13:18:57.81431+00
4846-LMH,UCYS01S0ZMB000332,41.426346,2.178545,90,AVAILABLE,2021-03-11 13:19:12.732113+00
4846-LMH,UCYS01S0ZMB000332,41.426413,2.178543,90,AVAILABLE,2021-03-11 13:19:27.767096+00
4846-LMH,UCYS01S0ZMB000332,41.426375,2.178551,90,AVAILABLE,2021-03-11 13:19:42.786694+00
4846-LMH,UCYS01S0ZMB000332,41.426299,2.178606,90,AVAILABLE,2021-03-11 13:20:09.031897+00
4846-LMH,UCYS01S0ZMB000332,41.42628,2.178569,90,AVAILABLE,2021-03-11 13:20:37.919746+00
4846-LMH,UCYS01S0ZMB000332,41.426298,2.178548,90,AVAILABLE,2021-03-11 13:20:57.40902+00
4846-LMH,UCYS01S0ZMB000332,41.42634,2.178527,90,AVAILABLE,2021-03-11 13:21:07.72707+00
4846-LMH,UCYS01S0ZMB000332,41.426353,2.178527,90,AVAILABLE,2021-03-11 13:21:22.646323+00
4846-LMH,UCYS01S0ZMB000332,41.426406,2.178489,90,AVAILABLE,2021-03-11 13:21:37.975747+00
4846-LMH,UCYS01S0ZMB000332,41.426398,2.178505,90,AVAILABLE,2021-03-11 13:21:53.748368+00
4846-LMH,UCYS01S0ZMB000332,41.426376,2.178496,90,AVAILABLE,2021-03-11 13:22:05.450248+00
4846-LMH,UCYS01S0ZMB000332,41.426375,2.178495,90,AVAILABLE,2021-03-11 13:22:06.867186+00
4846-LMH,UCYS01S0ZMB000332,41.426352,2.178499,90,AVAILABLE,2021-03-11 13:22:08.93563+00
4846-LMH,UCYS01S0ZMB000332,41.42633,2.178508,90,AVAILABLE,2021-03-11 13:22:13.297228+00
4846-LMH,UCYS01S0ZMB000332,41.426275,2.178523,90,AVAILABLE,2021-03-11 13:22:16.100359+00
4846-LMH,UCYS01S0ZMB000332,41.426248,2.178551,90,AVAILABLE,2021-03-11 13:22:30.684572+00
4846-LMH,UCYS01S0ZMB000332,41.426252,2.178566,90,AVAILABLE,2021-03-11 13:22:45.809354+00
4846-LMH,UCYS01S0ZMB000332,41.426268,2.17856,90,AVAILABLE,2021-03-11 13:23:00.717158+00
4846-LMH,UCYS01S0ZMB000332,41.426274,2.178553,90,AVAILABLE,2021-03-11 13:23:15.688739+00
4846-LMH,UCYS01S0ZMB000332,41.426258,2.178561,90,AVAILABLE,2021-03-11 13:23:30.847005+00
4846-LMH,UCYS01S0ZMB000332,41.42624,2.178564,90,AVAILABLE,2021-03-11 13:23:46.274988+00
4846-LMH,UCYS01S0ZMB000332,41.426235,2.178575,90,AVAILABLE,2021-03-11 13:24:00.895358+00
4846-LMH,UCYS01S0ZMB000332,41.426247,2.178565,90,AVAILABLE,2021-03-11 13:24:15.661147+00
4846-LMH,UCYS01S0ZMB000332,41.426246,2.178575,90,AVAILABLE,2021-03-11 13:24:30.758805+00
4846-LMH,UCYS01S0ZMB000332,41.426248,2.178564,90,AVAILABLE,2021-03-11 13:24:45.820897+00
4846-LMH,UCYS01S0ZMB000332,41.42626,2.178546,90,AVAILABLE,2021-03-11 13:25:00.648692+00
4846-LMH,UCYS01S0ZMB000332,41.426271,2.178525,90,AVAILABLE,2021-03-11 13:25:10.568517+00
4846-LMH,UCYS01S0ZMB000332,41.426295,2.178535,90,AVAILABLE,2021-03-11 13:25:42.535392+00
4846-LMH,UCYS01S0ZMB000332,41.42628,2.178531,89,AVAILABLE,2021-03-11 13:25:56.782661+00
4846-LMH,UCYS01S0ZMB000332,41.426253,2.178537,89,AVAILABLE,2021-03-11 13:26:11.920303+00
4846-LMH,UCYS01S0ZMB000332,41.426241,2.178521,89,AVAILABLE,2021-03-11 13:26:26.943901+00
4846-LMH,UCYS01S0ZMB000332,41.426223,2.178545,89,AVAILABLE,2021-03-11 13:26:41.754275+00
4846-LMH,UCYS01S0ZMB000332,41.426221,2.17858,89,AVAILABLE,2021-03-11 13:26:56.599665+00
4846-LMH,UCYS01S0ZMB000332,41.426217,2.178591,89,AVAILABLE,2021-03-11 13:27:11.711019+00
4846-LMH,UCYS01S0ZMB000332,41.426203,2.178621,89,AVAILABLE,2021-03-11 13:27:26.647722+00
4846-LMH,UCYS01S0ZMB000332,41.426215,2.17861,89,AVAILABLE,2021-03-11 13:27:41.945226+00
4846-LMH,UCYS01S0ZMB000332,41.426228,2.178597,89,AVAILABLE,2021-03-11 13:27:56.690396+00
4846-LMH,UCYS01S0ZMB000332,41.42625,2.178583,89,AVAILABLE,2021-03-11 13:28:11.699686+00
4846-LMH,UCYS01S0ZMB000332,41.426251,2.178582,89,AVAILABLE,2021-03-11 13:28:26.648816+00
4846-LMH,UCYS01S0ZMB000332,41.426236,2.178604,89,AVAILABLE,2021-03-11 13:28:41.568529+00
4846-LMH,UCYS01S0ZMB000332,41.426244,2.178594,89,AVAILABLE,2021-03-11 13:28:51.019417+00
4846-LMH,UCYS01S0ZMB000332,41.426245,2.178588,89,AVAILABLE,2021-03-11 13:28:52.377634+00
4846-LMH,UCYS01S0ZMB000332,41.42625,2.178593,89,AVAILABLE,2021-03-11 13:28:53.91217+00
4846-LMH,UCYS01S0ZMB000332,41.426246,2.178589,89,AVAILABLE,2021-03-11 13:29:07.645979+00
4846-LMH,UCYS01S0ZMB000332,41.426245,2.178584,89,AVAILABLE,2021-03-11 13:29:13.775014+00
4846-LMH,UCYS01S0ZMB000332,41.426248,2.178578,89,AVAILABLE,2021-03-11 13:29:28.706743+00
4846-LMH,UCYS01S0ZMB000332,41.426246,2.178574,89,AVAILABLE,2021-03-11 13:29:43.723721+00
4846-LMH,UCYS01S0ZMB000332,41.426243,2.178571,89,AVAILABLE,2021-03-11 13:29:53.048322+00
4846-LMH,UCYS01S0ZMB000332,41.426237,2.178574,89,AVAILABLE,2021-03-11 13:30:01.111507+00
4846-LMH,UCYS01S0ZMB000332,41.426237,2.178569,89,AVAILABLE,2021-03-11 13:30:05.48083+00
4846-LMH,UCYS01S0ZMB000332,41.426236,2.178568,89,AVAILABLE,2021-03-11 13:30:05.610407+00
4846-LMH,UCYS01S0ZMB000332,41.426236,2.178572,89,AVAILABLE,2021-03-11 13:30:07.329837+00
4846-LMH,UCYS01S0ZMB000332,41.426236,2.178575,89,AVAILABLE,2021-03-11 13:30:07.33358+00
4846-LMH,UCYS01S0ZMB000332,41.426236,2.178568,89,AVAILABLE,2021-03-11 13:30:07.847701+00
4846-LMH,UCYS01S0ZMB000332,41.426236,2.178575,89,AVAILABLE,2021-03-11 13:30:09.457409+00
4846-LMH,UCYS01S0ZMB000332,41.426236,2.178576,89,AVAILABLE,2021-03-11 13:30:09.518612+00
4846-LMH,UCYS01S0ZMB000332,41.426236,2.178576,89,AVAILABLE,2021-03-11 13:30:09.521578+00
4846-LMH,UCYS01S0ZMB000332,41.426232,2.178574,89,AVAILABLE,2021-03-11 13:30:10.824091+00
4846-LMH,UCYS01S0ZMB000332,41.426231,2.178574,89,AVAILABLE,2021-03-11 13:30:12.31871+00
4846-LMH,UCYS01S0ZMB000332,41.426216,2.178592,89,AVAILABLE,2021-03-11 13:30:17.040021+00
4846-LMH,UCYS01S0ZMB000332,41.426213,2.178598,89,AVAILABLE,2021-03-11 13:30:20.308906+00
4846-LMH,UCYS01S0ZMB000332,41.426208,2.178604,89,AVAILABLE,2021-03-11 13:30:23.203082+00
4846-LMH,UCYS01S0ZMB000332,41.426208,2.178608,89,AVAILABLE,2021-03-11 13:30:25.881654+00
4846-LMH,UCYS01S0ZMB000332,41.426226,2.178632,89,AVAILABLE,2021-03-11 13:30:28.742824+00
4846-LMH,UCYS01S0ZMB000332,41.42623,2.178632,89,AVAILABLE,2021-03-11 13:30:32.422005+00
4846-LMH,UCYS01S0ZMB000332,41.426231,2.178632,89,AVAILABLE,2021-03-11 13:30:32.431059+00
4846-LMH,UCYS01S0ZMB000332,41.426346,2.178751,89,AVAILABLE,2021-03-11 13:30:41.135504+00
4846-LMH,UCYS01S0ZMB000332,41.426349,2.178774,89,AVAILABLE,2021-03-11 13:30:44.256904+00
4846-LMH,UCYS01S0ZMB000332,41.426349,2.178788,89,AVAILABLE,2021-03-11 13:30:46.657255+00
4846-LMH,UCYS01S0ZMB000332,41.42641,2.178949,89,AVAILABLE,2021-03-11 13:30:54.551196+00
4846-LMH,UCYS01S0ZMB000332,41.426153,2.179326,89,AVAILABLE,2021-03-11 13:31:07.719121+00
4846-LMH,UCYS01S0ZMB000332,41.426154,2.179353,89,AVAILABLE,2021-03-11 13:31:18.8506+00
4846-LMH,UCYS01S0ZMB000332,41.425689,2.179956,89,AVAILABLE,2021-03-11 13:31:33.707022+00
4846-LMH,UCYS01S0ZMB000332,41.42457,2.181447,89,AVAILABLE,2021-03-11 13:31:48.778979+00
4846-LMH,UCYS01S0ZMB000332,41.424376,2.181686,89,AVAILABLE,2021-03-11 13:31:55.23312+00
4846-LMH,UCYS01S0ZMB000332,41.424372,2.181683,89,AVAILABLE,2021-03-11 13:31:57.672137+00
4846-LMH,UCYS01S0ZMB000332,41.424386,2.181748,89,AVAILABLE,2021-03-11 13:32:11.530464+00
4846-LMH,UCYS01S0ZMB000332,41.424396,2.18178,89,AVAILABLE,2021-03-11 13:32:26.704958+00
4846-LMH,UCYS01S0ZMB000332,41.424399,2.181795,89,AVAILABLE,2021-03-11 13:32:29.662443+00
4846-LMH,UCYS01S0ZMB000332,41.4244,2.181808,89,AVAILABLE,2021-03-11 13:32:31.529342+00
4846-LMH,UCYS01S0ZMB000332,41.423681,2.18268,89,AVAILABLE,2021-03-11 13:32:46.733615+00
4846-LMH,UCYS01S0ZMB000332,41.422968,2.1835,89,AVAILABLE,2021-03-11 13:33:00.211009+00
4846-LMH,UCYS01S0ZMB000332,41.422892,2.183564,89,AVAILABLE,2021-03-11 13:33:12.461472+00
4846-LMH,UCYS01S0ZMB000332,41.42241,2.183845,89,AVAILABLE,2021-03-11 13:33:26.616204+00
4846-LMH,UCYS01S0ZMB000332,41.421593,2.183835,89,AVAILABLE,2021-03-11 13:33:41.711445+00
4846-LMH,UCYS01S0ZMB000332,41.420189,2.183851,89,AVAILABLE,2021-03-11 13:33:56.53978+00
4846-LMH,UCYS01S0ZMB000332,41.418851,2.183801,88,AVAILABLE,2021-03-11 13:34:11.862934+00
4846-LMH,UCYS01S0ZMB000332,41.417736,2.183209,88,AVAILABLE,2021-03-11 13:34:26.542892+00
4846-LMH,UCYS01S0ZMB000332,41.416506,2.181528,88,AVAILABLE,2021-03-11 13:34:41.579349+00
4846-LMH,UCYS01S0ZMB000332,41.416475,2.181492,88,AVAILABLE,2021-03-11 13:34:44.359503+00
4846-LMH,UCYS01S0ZMB000332,41.416445,2.181496,88,AVAILABLE,2021-03-11 13:34:58.732726+00
4846-LMH,UCYS01S0ZMB000332,41.4164,2.181513,88,AVAILABLE,2021-03-11 13:35:13.496795+00
4846-LMH,UCYS01S0ZMB000332,41.416382,2.181512,88,AVAILABLE,2021-03-11 13:35:26.361996+00
4846-LMH,UCYS01S0ZMB000332,41.41638,2.181507,88,AVAILABLE,2021-03-11 13:35:32.239066+00
4846-LMH,UCYS01S0ZMB000332,41.416378,2.181505,88,AVAILABLE,2021-03-11 13:35:32.251261+00
4846-LMH,UCYS01S0ZMB000332,41.416254,2.181351,88,AVAILABLE,2021-03-11 13:35:36.856528+00
4846-LMH,UCYS01S0ZMB000332,41.415363,2.180188,88,AVAILABLE,2021-03-11 13:35:51.616598+00
4846-LMH,UCYS01S0ZMB000332,41.414047,2.178476,87,AVAILABLE,2021-03-11 13:36:06.548559+00
4846-LMH,UCYS01S0ZMB000332,41.412724,2.176631,87,AVAILABLE,2021-03-11 13:36:21.476485+00
4846-LMH,UCYS01S0ZMB000332,41.411725,2.175184,87,AVAILABLE,2021-03-11 13:36:36.484779+00
4846-LMH,UCYS01S0ZMB000332,41.41096,2.174148,87,AVAILABLE,2021-03-11 13:36:51.547406+00
4846-LMH,UCYS01S0ZMB000332,41.409983,2.172934,87,AVAILABLE,2021-03-11 13:37:06.740984+00
4846-LMH,UCYS01S0ZMB000332,41.408697,2.171313,87,AVAILABLE,2021-03-11 13:37:22.232695+00
4846-LMH,UCYS01S0ZMB000332,41.407939,2.170278,86,AVAILABLE,2021-03-11 13:37:36.62083+00
4846-LMH,UCYS01S0ZMB000332,41.40697,2.169085,86,AVAILABLE,2021-03-11 13:37:51.591083+00
4846-LMH,UCYS01S0ZMB000332,41.406075,2.167978,86,AVAILABLE,2021-03-11 13:38:06.533099+00
4846-LMH,UCYS01S0ZMB000332,41.404982,2.166542,86,AVAILABLE,2021-03-11 13:38:21.632501+00
4846-LMH,UCYS01S0ZMB000332,41.40467,2.166002,86,AVAILABLE,2021-03-11 13:38:33.935829+00
4846-LMH,UCYS01S0ZMB000332,41.404657,2.16597,86,AVAILABLE,2021-03-11 13:38:53.678517+00
4846-LMH,UCYS01S0ZMB000332,41.404669,2.165926,86,AVAILABLE,2021-03-11 13:39:03.813045+00
4846-LMH,UCYS01S0ZMB000332,41.404687,2.165884,86,AVAILABLE,2021-03-11 13:39:14.609842+00
4846-LMH,UCYS01S0ZMB000332,41.404017,2.164999,86,AVAILABLE,2021-03-11 13:39:30.64619+00
4846-LMH,UCYS01S0ZMB000332,41.403273,2.164254,86,AVAILABLE,2021-03-11 13:39:53.396051+00
4846-LMH,UCYS01S0ZMB000332,41.402874,2.16483,86,AVAILABLE,2021-03-11 13:39:59.451771+00
4846-LMH,UCYS01S0ZMB000332,41.402494,2.165287,86,AVAILABLE,2021-03-11 13:40:09.883877+00
4846-LMH,UCYS01S0ZMB000332,41.401829,2.165935,86,AVAILABLE,2021-03-11 13:40:20.436486+00
4846-LMH,UCYS01S0ZMB000332,41.40131,2.165497,86,AVAILABLE,2021-03-11 13:40:33.600702+00
4846-LMH,UCYS01S0ZMB000332,41.401282,2.165525,86,AVAILABLE,2021-03-11 13:40:36.733663+00
4846-LMH,UCYS01S0ZMB000332,41.401275,2.165532,86,AVAILABLE,2021-03-11 13:40:37.929979+00
4846-LMH,UCYS01S0ZMB000332,41.400422,2.16461,86,AVAILABLE,2021-03-11 13:40:52.26214+00
4846-LMH,UCYS01S0ZMB000332,41.400269,2.164536,85,AVAILABLE,2021-03-11 13:41:00.583938+00
4846-LMH,UCYS01S0ZMB000332,41.400242,2.164539,85,AVAILABLE,2021-03-11 13:41:15.113735+00
4846-LMH,UCYS01S0ZMB000332,41.399544,2.163678,85,AVAILABLE,2021-03-11 13:41:29.53622+00
4846-LMH,UCYS01S0ZMB000332,41.398625,2.162407,85,AVAILABLE,2021-03-11 13:41:44.516201+00
4846-LMH,UCYS01S0ZMB000332,41.397863,2.161507,85,AVAILABLE,2021-03-11 13:42:05.156424+00
4846-LMH,UCYS01S0ZMB000332,41.397347,2.161101,85,AVAILABLE,2021-03-11 13:42:08.548864+00
4846-LMH,UCYS01S0ZMB000332,41.397113,2.161077,85,AVAILABLE,2021-03-11 13:42:17.397774+00
4846-LMH,UCYS01S0ZMB000332,41.397086,2.161112,85,AVAILABLE,2021-03-11 13:42:23.974568+00
4846-LMH,UCYS01S0ZMB000332,41.39708,2.161119,85,AVAILABLE,2021-03-11 13:42:24.909328+00
4846-LMH,UCYS01S0ZMB000332,41.397017,2.161151,85,AVAILABLE,2021-03-11 13:42:38.497237+00
4846-LMH,UCYS01S0ZMB000332,41.39695,2.161203,85,AVAILABLE,2021-03-11 13:42:53.387365+00
4846-LMH,UCYS01S0ZMB000332,41.39689,2.161225,85,AVAILABLE,2021-03-11 13:43:08.393096+00
4846-LMH,UCYS01S0ZMB000332,41.396876,2.161242,85,AVAILABLE,2021-03-11 13:43:23.62584+00
4846-LMH,UCYS01S0ZMB000332,41.396876,2.161254,85,AVAILABLE,2021-03-11 13:43:31.707004+00
4846-LMH,UCYS01S0ZMB000332,41.396822,2.161182,85,AVAILABLE,2021-03-11 13:43:41.617956+00
4846-LMH,UCYS01S0ZMB000332,41.396603,2.160339,85,AVAILABLE,2021-03-11 13:43:56.454273+00
4846-LMH,UCYS01S0ZMB000332,41.39658,2.160326,85,AVAILABLE,2021-03-11 13:44:11.40229+00
4846-LMH,UCYS01S0ZMB000332,41.396578,2.160312,85,AVAILABLE,2021-03-11 13:44:22.746634+00
4846-LMH,UCYS01S0ZMB000332,41.396325,2.159099,85,AVAILABLE,2021-03-11 13:44:37.41558+00
4846-LMH,UCYS01S0ZMB000332,41.395806,2.156882,85,AVAILABLE,2021-03-11 13:44:52.622961+00
4846-LMH,UCYS01S0ZMB000332,41.395593,2.156278,84,AVAILABLE,2021-03-11 13:45:02.817396+00
4846-LMH,UCYS01S0ZMB000332,41.395559,2.156269,84,AVAILABLE,2021-03-11 13:45:17.664709+00
4846-LMH,UCYS01S0ZMB000332,41.395563,2.156261,84,AVAILABLE,2021-03-11 13:45:32.381521+00
4846-LMH,UCYS01S0ZMB000332,41.395567,2.15626,84,AVAILABLE,2021-03-11 13:45:39.410016+00
4846-LMH,UCYS01S0ZMB000332,41.395192,2.154949,84,AVAILABLE,2021-03-11 13:45:54.64723+00
4846-LMH,UCYS01S0ZMB000332,41.394719,2.153097,84,AVAILABLE,2021-03-11 13:46:13.493699+00
4846-LMH,UCYS01S0ZMB000332,41.394166,2.15071,84,AVAILABLE,2021-03-11 13:46:24.620068+00
4846-LMH,UCYS01S0ZMB000332,41.394031,2.15022,84,AVAILABLE,2021-03-11 13:46:33.754509+00
4846-LMH,UCYS01S0ZMB000332,41.394022,2.150207,84,AVAILABLE,2021-03-11 13:46:38.869786+00
4846-LMH,UCYS01S0ZMB000332,41.394019,2.150184,84,AVAILABLE,2021-03-11 13:46:41.75651+00
4846-LMH,UCYS01S0ZMB000332,41.394004,2.150133,84,AVAILABLE,2021-03-11 13:46:56.346173+00
4846-LMH,UCYS01S0ZMB000332,41.393995,2.150085,84,AVAILABLE,2021-03-11 13:47:11.507766+00
4846-LMH,UCYS01S0ZMB000332,41.393989,2.150071,84,AVAILABLE,2021-03-11 13:47:18.972857+00
4846-LMH,UCYS01S0ZMB000332,41.393738,2.149001,84,AVAILABLE,2021-03-11 13:47:33.578112+00
4846-LMH,UCYS01S0ZMB000332,41.393159,2.146581,84,AVAILABLE,2021-03-11 13:47:49.283675+00
4846-LMH,UCYS01S0ZMB000332,41.392924,2.144946,83,AVAILABLE,2021-03-11 13:48:03.534133+00
4846-LMH,UCYS01S0ZMB000332,41.39295,2.144296,83,AVAILABLE,2021-03-11 13:48:09.449139+00
4846-LMH,UCYS01S0ZMB000332,41.392229,2.142985,83,AVAILABLE,2021-03-11 13:48:24.395643+00
4846-LMH,UCYS01S0ZMB000332,41.391799,2.141053,83,AVAILABLE,2021-03-11 13:48:39.329339+00
4846-LMH,UCYS01S0ZMB000332,41.391642,2.140337,83,AVAILABLE,2021-03-11 13:48:51.614184+00
4846-LMH,UCYS01S0ZMB000332,41.391642,2.140304,83,AVAILABLE,2021-03-11 13:48:56.868352+00
4846-LMH,UCYS01S0ZMB000332,41.391392,2.139237,83,AVAILABLE,2021-03-11 13:49:18.066416+00
4846-LMH,UCYS01S0ZMB000332,41.391098,2.13808,83,AVAILABLE,2021-03-11 13:49:26.353481+00
4846-LMH,UCYS01S0ZMB000332,41.390659,2.136408,83,AVAILABLE,2021-03-11 13:49:41.285294+00
4846-LMH,UCYS01S0ZMB000332,41.390145,2.134405,82,AVAILABLE,2021-03-11 13:50:02.294491+00
4846-LMH,UCYS01S0ZMB000332,41.38992,2.133562,82,AVAILABLE,2021-03-11 13:50:10.531901+00
