vehicle_identifier, vehicle_identification_number, gps_lat, gps_lng, battery_charge, vehicle_status, created_on
4846-LMH,UCYS01S0ZMB000332,41.391217,2.171445,97,AVAILABLE,2021-03-11 12:36:18.608827+00
4846-LMH,UCYS01S0ZMB000332,41.391221,2.171442,97,AVAILABLE,2021-03-11 12:36:24.419228+00
4846-LMH,UCYS01S0ZMB000332,41.391545,2.171229,97,AVAILABLE,2021-03-11 12:36:42.926767+00
4846-LMH,UCYS01S0ZMB000332,41.391653,2.171336,97,AVAILABLE,2021-03-11 12:37:09.043878+00
4846-LMH,UCYS01S0ZMB000332,41.391545,2.171229,97,AVAILABLE,2021-03-11 12:37:09.135811+00
4846-LMH,UCYS01S0ZMB000332,41.391653,2.171336,97,AVAILABLE,2021-03-11 12:37:09.765565+00
4846-LMH,UCYS01S0ZMB000332,41.39216,2.171948,97,AVAILABLE,2021-03-11 12:37:17.292149+00
4846-LMH,UCYS01S0ZMB000332,41.391663,2.17134,97,AVAILABLE,2021-03-11 12:37:17.383737+00
4846-LMH,UCYS01S0ZMB000332,41.392156,2.171991,97,AVAILABLE,2021-03-11 12:37:17.477974+00
4846-LMH,UCYS01S0ZMB000332,41.39216,2.171948,97,AVAILABLE,2021-03-11 12:37:17.480479+00
4846-LMH,UCYS01S0ZMB000332,41.39284,2.172941,97,AVAILABLE,2021-03-11 12:37:33.818121+00
4846-LMH,UCYS01S0ZMB000332,41.393345,2.173639,97,AVAILABLE,2021-03-11 12:37:37.97903+00
4846-LMH,UCYS01S0ZMB000332,41.394233,2.174927,97,AVAILABLE,2021-03-11 12:37:52.479484+00
4846-LMH,UCYS01S0ZMB000332,41.394835,2.176134,97,AVAILABLE,2021-03-11 12:38:07.464251+00
4846-LMH,UCYS01S0ZMB000332,41.395923,2.177052,97,AVAILABLE,2021-03-11 12:38:22.46632+00
4846-LMH,UCYS01S0ZMB000332,41.397298,2.17893,97,AVAILABLE,2021-03-11 12:38:37.409943+00
4846-LMH,UCYS01S0ZMB000332,41.398553,2.180574,96,AVAILABLE,2021-03-11 12:38:52.375709+00
4846-LMH,UCYS01S0ZMB000332,41.399833,2.182366,96,AVAILABLE,2021-03-11 12:39:07.507806+00
4846-LMH,UCYS01S0ZMB000332,41.400963,2.184022,96,AVAILABLE,2021-03-11 12:39:23.775149+00
4846-LMH,UCYS01S0ZMB000332,41.40132,2.184407,96,AVAILABLE,2021-03-11 12:39:34.162697+00
4846-LMH,UCYS01S0ZMB000332,41.401377,2.184408,96,AVAILABLE,2021-03-11 12:39:48.349317+00
4846-LMH,UCYS01S0ZMB000332,41.4015,2.184366,96,AVAILABLE,2021-03-11 12:40:02.513995+00
4846-LMH,UCYS01S0ZMB000332,41.401506,2.184362,96,AVAILABLE,2021-03-11 12:40:05.350799+00
4846-LMH,UCYS01S0ZMB000332,41.401765,2.184903,96,AVAILABLE,2021-03-11 12:40:19.082466+00
4846-LMH,UCYS01S0ZMB000332,41.401754,2.184916,96,AVAILABLE,2021-03-11 12:40:21.204799+00
4846-LMH,UCYS01S0ZMB000332,41.402223,2.185617,96,AVAILABLE,2021-03-11 12:40:35.473656+00
4846-LMH,UCYS01S0ZMB000332,41.402804,2.186874,96,AVAILABLE,2021-03-11 12:40:50.258177+00
4846-LMH,UCYS01S0ZMB000332,41.403421,2.187616,96,AVAILABLE,2021-03-11 12:41:05.387215+00
4846-LMH,UCYS01S0ZMB000332,41.403443,2.18764,96,AVAILABLE,2021-03-11 12:41:09.381105+00
4846-LMH,UCYS01S0ZMB000332,41.403456,2.187651,96,AVAILABLE,2021-03-11 12:41:24.370263+00
4846-LMH,UCYS01S0ZMB000332,41.403485,2.187654,96,AVAILABLE,2021-03-11 12:41:38.364323+00
4846-LMH,UCYS01S0ZMB000332,41.403903,2.188112,96,AVAILABLE,2021-03-11 12:41:53.254254+00
4846-LMH,UCYS01S0ZMB000332,41.404845,2.189068,96,AVAILABLE,2021-03-11 12:42:08.375556+00
4846-LMH,UCYS01S0ZMB000332,41.405875,2.190537,96,AVAILABLE,2021-03-11 12:42:23.210917+00
4846-LMH,UCYS01S0ZMB000332,41.406364,2.190988,96,AVAILABLE,2021-03-11 12:42:37.014978+00
4846-LMH,UCYS01S0ZMB000332,41.406386,2.190984,96,AVAILABLE,2021-03-11 12:42:38.461252+00
4846-LMH,UCYS01S0ZMB000332,41.406448,2.190976,96,AVAILABLE,2021-03-11 12:42:53.396651+00
4846-LMH,UCYS01S0ZMB000332,41.406475,2.190961,96,AVAILABLE,2021-03-11 12:43:08.911234+00
4846-LMH,UCYS01S0ZMB000332,41.406486,2.190951,96,AVAILABLE,2021-03-11 12:43:12.418908+00
4846-LMH,UCYS01S0ZMB000332,41.407108,2.191764,96,AVAILABLE,2021-03-11 12:43:27.649085+00
4846-LMH,UCYS01S0ZMB000332,41.407771,2.192827,95,AVAILABLE,2021-03-11 12:43:43.661529+00
4846-LMH,UCYS01S0ZMB000332,41.408784,2.194347,95,AVAILABLE,2021-03-11 12:43:57.357892+00
4846-LMH,UCYS01S0ZMB000332,41.409032,2.194657,95,AVAILABLE,2021-03-11 12:44:04.099231+00
4846-LMH,UCYS01S0ZMB000332,41.409128,2.194998,95,AVAILABLE,2021-03-11 12:44:16.54935+00
4846-LMH,UCYS01S0ZMB000332,41.409074,2.195053,95,AVAILABLE,2021-03-11 12:44:19.588372+00
4846-LMH,UCYS01S0ZMB000332,41.409055,2.195076,95,AVAILABLE,2021-03-11 12:44:26.387851+00
4846-LMH,UCYS01S0ZMB000332,41.408717,2.195564,95,AVAILABLE,2021-03-11 12:44:41.286722+00
4846-LMH,UCYS01S0ZMB000332,41.408621,2.195681,95,AVAILABLE,2021-03-11 12:44:45.687014+00
4846-LMH,UCYS01S0ZMB000332,41.408628,2.195676,95,AVAILABLE,2021-03-11 12:44:55.386981+00
4846-LMH,UCYS01S0ZMB000332,41.408182,2.196214,95,AVAILABLE,2021-03-11 12:45:08.436869+00
4846-LMH,UCYS01S0ZMB000332,41.407735,2.196776,95,AVAILABLE,2021-03-11 12:45:17.212614+00
4846-LMH,UCYS01S0ZMB000332,41.407715,2.196812,95,AVAILABLE,2021-03-11 12:45:21.063134+00
4846-LMH,UCYS01S0ZMB000332,41.407724,2.196855,95,AVAILABLE,2021-03-11 12:45:35.248798+00
4846-LMH,UCYS01S0ZMB000332,41.40772,2.196875,95,AVAILABLE,2021-03-11 12:45:46.755478+00
4846-LMH,UCYS01S0ZMB000332,41.407602,2.197009,95,AVAILABLE,2021-03-11 12:45:51.167285+00
4846-LMH,UCYS01S0ZMB000332,41.406411,2.198607,95,AVAILABLE,2021-03-11 12:46:05.308561+00
4846-LMH,UCYS01S0ZMB000332,41.405586,2.199744,94,AVAILABLE,2021-03-11 12:46:20.188323+00
4846-LMH,UCYS01S0ZMB000332,41.40487,2.20066,94,AVAILABLE,2021-03-11 12:46:35.466739+00
4846-LMH,UCYS01S0ZMB000332,41.404887,2.200719,94,AVAILABLE,2021-03-11 12:46:51.344966+00
4846-LMH,UCYS01S0ZMB000332,41.404886,2.200753,94,AVAILABLE,2021-03-11 12:47:06.294115+00
4846-LMH,UCYS01S0ZMB000332,41.404871,2.200755,94,AVAILABLE,2021-03-11 12:47:18.338141+00
4846-LMH,UCYS01S0ZMB000332,41.404262,2.20147,94,AVAILABLE,2021-03-11 12:47:30.864424+00
4846-LMH,UCYS01S0ZMB000332,41.40384,2.201946,94,AVAILABLE,2021-03-11 12:47:36.991526+00
4846-LMH,UCYS01S0ZMB000332,41.40354,2.202237,94,AVAILABLE,2021-03-11 12:47:44.820738+00
4846-LMH,UCYS01S0ZMB000332,41.403543,2.20224,94,AVAILABLE,2021-03-11 12:47:46.303374+00
4846-LMH,UCYS01S0ZMB000332,41.403548,2.202244,94,AVAILABLE,2021-03-11 12:47:47.764167+00
4846-LMH,UCYS01S0ZMB000332,41.402938,2.203197,94,AVAILABLE,2021-03-11 12:48:02.229239+00
4846-LMH,UCYS01S0ZMB000332,41.402809,2.203418,94,AVAILABLE,2021-03-11 12:48:10.270857+00
4846-LMH,UCYS01S0ZMB000332,41.402785,2.203572,94,AVAILABLE,2021-03-11 12:48:25.33798+00
4846-LMH,UCYS01S0ZMB000332,41.402751,2.203646,94,AVAILABLE,2021-03-11 12:48:34.827215+00
4846-LMH,UCYS01S0ZMB000332,41.402223,2.204399,94,AVAILABLE,2021-03-11 12:48:49.701833+00
4846-LMH,UCYS01S0ZMB000332,41.401828,2.204971,94,AVAILABLE,2021-03-11 12:49:00.865074+00
4846-LMH,UCYS01S0ZMB000332,41.401816,2.204991,94,AVAILABLE,2021-03-11 12:49:08.58623+00
4846-LMH,UCYS01S0ZMB000332,41.40181,2.204996,94,AVAILABLE,2021-03-11 12:49:11.996464+00
4846-LMH,UCYS01S0ZMB000332,41.401809,2.204996,94,AVAILABLE,2021-03-11 12:49:13.242616+00
4846-LMH,UCYS01S0ZMB000332,41.401043,2.206036,94,AVAILABLE,2021-03-11 12:49:27.208797+00
4846-LMH,UCYS01S0ZMB000332,41.400648,2.206589,94,AVAILABLE,2021-03-11 12:49:37.18544+00
4846-LMH,UCYS01S0ZMB000332,41.400625,2.206606,94,AVAILABLE,2021-03-11 12:49:52.243628+00
4846-LMH,UCYS01S0ZMB000332,41.400602,2.20663,94,AVAILABLE,2021-03-11 12:50:02.013248+00
4846-LMH,UCYS01S0ZMB000332,41.400387,2.207148,94,AVAILABLE,2021-03-11 12:50:15.833758+00
4846-LMH,UCYS01S0ZMB000332,41.400879,2.207814,94,AVAILABLE,2021-03-11 12:50:30.233547+00
4846-LMH,UCYS01S0ZMB000332,41.401541,2.208765,94,AVAILABLE,2021-03-11 12:50:45.194144+00
4846-LMH,UCYS01S0ZMB000332,41.401736,2.208988,94,AVAILABLE,2021-03-11 12:50:51.611585+00
4846-LMH,UCYS01S0ZMB000332,41.401764,2.208989,94,AVAILABLE,2021-03-11 12:50:54.67499+00
4846-LMH,UCYS01S0ZMB000332,41.401812,2.208985,94,AVAILABLE,2021-03-11 12:51:10.303563+00
4846-LMH,UCYS01S0ZMB000332,41.401872,2.208977,94,AVAILABLE,2021-03-11 12:51:25.243172+00
4846-LMH,UCYS01S0ZMB000332,41.401943,2.208964,94,AVAILABLE,2021-03-11 12:51:40.232214+00
4846-LMH,UCYS01S0ZMB000332,41.401945,2.208946,94,AVAILABLE,2021-03-11 12:51:55.335213+00
4846-LMH,UCYS01S0ZMB000332,41.401945,2.208948,94,AVAILABLE,2021-03-11 12:51:58.113006+00
4846-LMH,UCYS01S0ZMB000332,41.402245,2.209184,94,AVAILABLE,2021-03-11 12:52:13.38922+00
4846-LMH,UCYS01S0ZMB000332,41.402441,2.209535,93,AVAILABLE,2021-03-11 12:52:27.946791+00
4846-LMH,UCYS01S0ZMB000332,41.402454,2.209547,93,AVAILABLE,2021-03-11 12:52:32.458446+00
4846-LMH,UCYS01S0ZMB000332,41.402465,2.209556,93,AVAILABLE,2021-03-11 12:52:36.977775+00
4846-LMH,UCYS01S0ZMB000332,41.402469,2.209558,93,AVAILABLE,2021-03-11 12:52:38.563818+00
4846-LMH,UCYS01S0ZMB000332,41.402511,2.209577,93,AVAILABLE,2021-03-11 12:52:52.17103+00
4846-LMH,UCYS01S0ZMB000332,41.402554,2.209575,93,AVAILABLE,2021-03-11 12:53:07.092141+00
4846-LMH,UCYS01S0ZMB000332,41.402583,2.209578,93,AVAILABLE,2021-03-11 12:53:22.254017+00
4846-LMH,UCYS01S0ZMB000332,41.402549,2.209589,93,AVAILABLE,2021-03-11 12:53:37.167617+00
4846-LMH,UCYS01S0ZMB000332,41.402498,2.209594,93,AVAILABLE,2021-03-11 12:53:52.249324+00
4846-LMH,UCYS01S0ZMB000332,41.402467,2.209591,93,AVAILABLE,2021-03-11 12:54:07.233281+00
4846-LMH,UCYS01S0ZMB000332,41.402463,2.209593,93,AVAILABLE,2021-03-11 12:54:22.899142+00
4846-LMH,UCYS01S0ZMB000332,41.402464,2.209589,93,AVAILABLE,2021-03-11 12:54:37.302973+00
4846-LMH,UCYS01S0ZMB000332,41.40247,2.209593,93,AVAILABLE,2021-03-11 12:54:52.033317+00
4846-LMH,UCYS01S0ZMB000332,41.40244,2.209598,93,AVAILABLE,2021-03-11 12:55:07.348024+00
4846-LMH,UCYS01S0ZMB000332,41.402426,2.209616,93,AVAILABLE,2021-03-11 12:55:22.141377+00
4846-LMH,UCYS01S0ZMB000332,41.402418,2.209635,93,AVAILABLE,2021-03-11 12:55:28.534235+00
4846-LMH,UCYS01S0ZMB000332,41.40243,2.209609,93,AVAILABLE,2021-03-11 12:56:16.692043+00
4846-LMH,UCYS01S0ZMB000332,41.40243,2.209611,93,AVAILABLE,2021-03-11 12:56:18.816287+00
4846-LMH,UCYS01S0ZMB000332,41.402419,2.209619,93,AVAILABLE,2021-03-11 12:56:29.871132+00
4846-LMH,UCYS01S0ZMB000332,41.40242,2.209619,93,AVAILABLE,2021-03-11 12:56:31.471852+00
4846-LMH,UCYS01S0ZMB000332,41.402423,2.20963,93,AVAILABLE,2021-03-11 12:56:32.823943+00
4846-LMH,UCYS01S0ZMB000332,41.402697,2.210042,93,AVAILABLE,2021-03-11 12:56:48.037051+00
4846-LMH,UCYS01S0ZMB000332,41.402793,2.21013,93,AVAILABLE,2021-03-11 12:56:54.086797+00
4846-LMH,UCYS01S0ZMB000332,41.402822,2.210123,93,AVAILABLE,2021-03-11 12:56:57.505906+00
4846-LMH,UCYS01S0ZMB000332,41.402833,2.210126,93,AVAILABLE,2021-03-11 12:57:06.490995+00
4846-LMH,UCYS01S0ZMB000332,41.402876,2.210092,93,AVAILABLE,2021-03-11 12:57:09.563266+00
4846-LMH,UCYS01S0ZMB000332,41.403438,2.209348,93,AVAILABLE,2021-03-11 12:57:21.054226+00
4846-LMH,UCYS01S0ZMB000332,41.404428,2.208014,93,AVAILABLE,2021-03-11 12:57:36.082428+00
4846-LMH,UCYS01S0ZMB000332,41.404477,2.207962,93,AVAILABLE,2021-03-11 12:57:38.99595+00
4846-LMH,UCYS01S0ZMB000332,41.404516,2.207939,93,AVAILABLE,2021-03-11 12:57:44.894024+00
4846-LMH,UCYS01S0ZMB000332,41.405055,2.207303,93,AVAILABLE,2021-03-11 12:58:00.160985+00
4846-LMH,UCYS01S0ZMB000332,41.405782,2.206477,93,AVAILABLE,2021-03-11 12:58:14.261829+00
4846-LMH,UCYS01S0ZMB000332,41.40643,2.205126,93,AVAILABLE,2021-03-11 12:58:29.190635+00
4846-LMH,UCYS01S0ZMB000332,41.407309,2.203946,93,AVAILABLE,2021-03-11 12:58:44.174689+00
4846-LMH,UCYS01S0ZMB000332,41.407746,2.203482,93,AVAILABLE,2021-03-11 12:58:52.683303+00
4846-LMH,UCYS01S0ZMB000332,41.407933,2.203409,93,AVAILABLE,2021-03-11 12:59:07.158579+00
4846-LMH,UCYS01S0ZMB000332,41.408018,2.203311,93,AVAILABLE,2021-03-11 12:59:20.303896+00
4846-LMH,UCYS01S0ZMB000332,41.408537,2.202666,93,AVAILABLE,2021-03-11 12:59:35.025559+00
4846-LMH,UCYS01S0ZMB000332,41.408556,2.202635,93,AVAILABLE,2021-03-11 12:59:36.563144+00
4846-LMH,UCYS01S0ZMB000332,41.408582,2.202598,93,AVAILABLE,2021-03-11 12:59:52.003939+00
4846-LMH,UCYS01S0ZMB000332,41.408583,2.202596,93,AVAILABLE,2021-03-11 12:59:53.936594+00
4846-LMH,UCYS01S0ZMB000332,41.409349,2.201602,93,AVAILABLE,2021-03-11 13:00:08.073046+00
4846-LMH,UCYS01S0ZMB000332,41.409758,2.201049,92,AVAILABLE,2021-03-11 13:00:17.770003+00
4846-LMH,UCYS01S0ZMB000332,41.409748,2.200956,92,AVAILABLE,2021-03-11 13:00:32.106358+00
4846-LMH,UCYS01S0ZMB000332,41.40975,2.200941,92,AVAILABLE,2021-03-11 13:00:33.605688+00
4846-LMH,UCYS01S0ZMB000332,41.410347,2.200171,92,AVAILABLE,2021-03-11 13:00:47.899596+00
4846-LMH,UCYS01S0ZMB000332,41.410542,2.199924,92,AVAILABLE,2021-03-11 13:00:54.895047+00
4846-LMH,UCYS01S0ZMB000332,41.410599,2.199844,92,AVAILABLE,2021-03-11 13:01:09.179667+00
4846-LMH,UCYS01S0ZMB000332,41.410611,2.199825,92,AVAILABLE,2021-03-11 13:01:15.56555+00
4846-LMH,UCYS01S0ZMB000332,41.411098,2.199189,92,AVAILABLE,2021-03-11 13:01:32.027363+00
4846-LMH,UCYS01S0ZMB000332,41.411335,2.198894,92,AVAILABLE,2021-03-11 13:01:39.696863+00
4846-LMH,UCYS01S0ZMB000332,41.411375,2.198884,92,AVAILABLE,2021-03-11 13:01:49.212047+00
